FID,SLN,ELEM_DESC,MID_SLN,MIDDLE,HIGH_SLN,HIGH,Shape_Leng,Shape_Area,Shape__Area,Shape__Length,matched_campus,zone_match_score,zone_match_method,Campus,school_students,percent_economically_disadvantaged,ses_score,academic_score,expected_academic_score,academic_residual,standardized_disparity,disparity_magnitude,pattern,matched_budget_org,budget_match_score,budget_match_method,budget_students,total_budget,budget_per_student,budget_normalized,ses_normalized,academic_normalized,disparity_normalized,budget_ses_score,budget_academic_score,budget_disparity_score,budget_per_student_display,total_budget_display,percent_ed_display,ses_score_display,academic_score_display,expected_academic_display,standardized_disparity_display,budget_ses_display,budget_academic_display,budget_disparity_display
89,201,Rice Learning Center,62,Dade,9,Lincoln,,5740597.04462072,5740597.07421875,15365.781575924451,CHARLES RICE LEARNING CENTER,110.0,automatic,CHARLES RICE LEARNING CENTER,470,96.4,3.5999999999999943,85.0,80.26591682882993,4.73408317117007,0.6036484748267513,0.6036484748267513,lower SES; academics near expected,RICE ELEMENTARY,110.0,fuzzy match,470.0,4047610.0,8611.93617,0.18445597204159367,0.038216560509554076,0.7804878048780488,0.1726134232976934,0.11133626627557387,0.48247188845982125,0.17853469766964353,8611.94,4047610.0,96.4,3.6,85.0,80.27,0.6,0.111,0.482,0.179
90,303,Richardson Elementary School,52,Piedmont,14,Samuell,,10240680.839053689,10240680.88671875,19484.84246009663,THELMA ELIZABETH PAGE RICHARDSON EL,100.0,manual alias,THELMA ELIZABETH PAGE RICHARDSON EL,503,93.2,6.799999999999997,73.0,80.45417007109687,-7.454170071096868,-0.9504899326482895,0.9504899326482895,higher SES; academics lower than expected,THELMA E P RICHARDSON ELEMENTARY SCHOOL,89.47368421052632,fuzzy match,503.0,3778780.0,7512.485089,0.13818973647061547,0.07218683651804668,0.4878048780487805,0.27182366268287705,0.10518828649433107,0.312997307259698,0.20500669957674628,7512.49,3778780.0,93.2,6.8,73.0,80.45,-0.95,0.105,0.313,0.205
91,174,Geneva Heights Elementary School,53,Long,22,Wilson,,6461019.855641488,6461019.84765625,13223.878113482939,GENEVA HEIGHTS EL,110.0,automatic,GENEVA HEIGHTS EL,514,43.8,56.2,72.0,83.36032949859256,-11.360329498592563,-1.4485688838584188,1.4485688838584188,higher SES; academics lower than expected,GENEVA HEIGHTS ELEMENTARY SCHOOL,100.0,exact normalized name,514.0,3751493.0,7298.624514,0.12919022397452942,0.5966029723991507,0.4634146341463415,0.4142937476970613,0.36289659818684006,0.29630242906043547,0.27174198583579534,7298.62,3751493.0,43.8,56.2,72.0,83.36,-1.45,0.363,0.296,0.272
92,202,Roberts Elementary School,53,Long,22,Wilson,,4103053.974700806,4103053.9921875,8592.667443743452,ORAN M ROBERTS EL,110.0,automatic,ORAN M ROBERTS EL,413,93.7,6.299999999999997,59.0,80.42475550199265,-21.42475550199265,-2.731895599357922,2.731895599357922,lower SES; academics lower than expected,ROBERTS ELEMENTARY SCHOOL,110.0,fuzzy match,413.0,3053517.0,7393.503632,0.1331828523870296,0.06687898089171972,0.14634146341463414,0.7813754439100246,0.10003091663937466,0.13976215790083185,0.4572791481485271,7393.5,3053517.0,93.7,6.3,59.0,80.42,-2.73,0.1,0.14,0.457
93,203,Rogers Elementary School,47,Franklin,6,Hillcrest,,6463058.969742526,6463058.96484375,13024.928671073569,DAN D ROGERS EL,110.0,automatic,DAN D ROGERS EL,460,74.8,25.200000000000003,94.0,81.5366262141317,12.4633737858683,1.5892193493456546,1.5892193493456546,higher SES; academics higher than expected,ROGERS ELEMENTARY,110.0,fuzzy match,460.0,3839009.0,8345.671739,0.17325124169778083,0.267515923566879,1.0,0.4545252887540879,0.2203835826323299,0.5866256208488905,0.3138882652259344,8345.67,3839009.0,74.8,25.2,94.0,81.54,1.59,0.22,0.587,0.314
94,204,Rosemont Primary School,49,Greiner,18,Sunset,,8837752.176611964,8837752.171875,15820.432526841762,ROSEMONT LOWER - CHRIS V SEMOS BUILDING,100.0,manual alias,ROSEMONT LOWER - CHRIS V SEMOS BUILDING,824,62.1,37.9,86.0,82.28375626937857,3.7162437306214287,0.47386257886965877,0.47386257886965877,higher SES; academics near expected,ROSEMONT LOWER CHRIS V SEMOS BUILDING,100.0,exact normalized name,824.0,3484369.0,4228.603155,0.0,0.40233545647558383,0.8048780487804879,0.13548957458711375,0.20116772823779192,0.4024390243902439,0.06774478729355687,4228.6,3484369.0,62.1,37.9,86.0,82.28,0.47,0.201,0.402,0.068
95,237,Runyon Elementary School,46,Young Men's Leadership,14,Samuell,,4490218.704449209,4490218.71484375,8754.153417413629,JOHN W RUNYON EL,110.0,automatic,JOHN W RUNYON EL,482,91.3,8.700000000000003,76.0,80.56594543369285,-4.565945433692846,-0.582209035526858,0.582209035526858,higher SES; academics near expected,RUNYON ELEMENTARY,110.0,fuzzy match,482.0,3516896.0,7296.46473,0.12909933764311068,0.0923566878980892,0.5609756097560976,0.16648090408102886,0.11072801277059993,0.34503747369960414,0.14779012086206977,7296.46,3516896.0,91.3,8.7,76.0,80.57,-0.58,0.111,0.345,0.148
96,205,Russell Elementary School,60,Storey,16,SOC,,3517068.9967447002,3517069.01171875,10752.962546402903,CLINTON P RUSSELL EL,110.0,automatic,CLINTON P RUSSELL EL,564,95.7,4.299999999999997,76.0,80.30709722557583,-4.307097225575831,-0.5492029981608405,0.5492029981608405,lower SES; academics near expected,RUSSELL ELEMENTARY,110.0,fuzzy match,564.0,3902545.0,6919.406028,0.11323224993698726,0.04564755838641186,0.5609756097560976,0.15703988486491263,0.07943990416169956,0.3371039298465424,0.13513606740094994,6919.41,3902545.0,95.7,4.3,76.0,80.31,-0.55,0.079,0.337,0.135
97,239,Salazar Elementary School,59,Stockard,5,Molina,,2163766.804592575,2163766.8203125,8578.826724812801,ARTURO SALAZAR EL,110.0,automatic,ARTURO SALAZAR EL,431,93.0,7.0,78.0,80.46593589873855,-2.4659358987385502,-0.3144343667976052,0.3144343667976052,higher SES; academics near expected,ARTURO SALAZAR ELEMENTARY,100.0,exact normalized name,431.0,3433096.0,7965.419954,0.15724978518450564,0.07430997876857749,0.6097560975609756,0.08988686266287024,0.11577988197654157,0.3835029413727406,0.12356832392368794,7965.42,3433096.0,93.0,7.0,78.0,80.47,-0.31,0.116,0.384,0.124
98,207,San Jacinto Elementary School,52,Piedmont,14,Samuell,,2691194.7897570557,2691194.71875,10252.016461992556,SAN JACINTO EL,110.0,automatic,SAN JACINTO EL,413,96.1,3.9000000000000057,82.0,80.28356557029247,1.7164344297075331,0.21886455902231014,0.21886455902231014,lower SES; academics near expected,SAN JACINTO ELEMENTARY,100.0,exact normalized name,753.0,3503972.0,4653.34927,0.01787383190944152,0.04140127388535038,0.7073170731707317,0.06255015508778684,0.029637552897395947,0.36259545254008657,0.04021199349861418,4653.35,3503972.0,96.1,3.9,82.0,80.28,0.22,0.03,0.363,0.04
99,206,Sanger Elementary School,48,Gaston,1,Adams,,11548174.270356279,11548174.2734375,14817.767064812719,ALEX SANGER PREPARATORY SCHOOL,110.0,automatic,ALEX SANGER PREPARATORY SCHOOL,753,70.0,30.0,83.0,81.8190060775321,1.1809939224679056,0.1505899145200723,0.1505899145200723,higher SES; academics near expected,ALEXANDER ELEMENTARY,80.0,fuzzy match,289.0,2852599.0,9870.584775,0.23742143259400633,0.3184713375796178,0.7317073170731707,0.043020933098152185,0.2779463850868121,0.4845643748335885,0.14022118284607926,9870.58,2852599.0,70.0,30.0,83.0,81.82,0.15,0.278,0.485,0.14
100,208,Seagoville Elementary School,69,Seagoville,15,Seagoville,,128320235.6521519,128320235.65625,57078.54800906428,SEAGOVILLE EL,100.0,manual alias,SEAGOVILLE EL,588,92.2,7.799999999999997,83.0,80.51299920930528,2.4870007906947222,0.3171203757758951,0.3171203757758951,higher SES; academics near expected,SEAGOVILLE ELEMENTARY,100.0,exact normalized name,588.0,4819087.0,8195.72619,0.16694135105076474,0.0828025477707006,0.7317073170731707,0.09065516641583164,0.12487194941073268,0.4493243340619677,0.1287982587332982,8195.73,4819087.0,92.2,7.8,83.0,80.51,0.32,0.125,0.449,0.129
101,244,Seagoville North Elementary,69,Seagoville,15,Seagoville,,15794173.902773377,15794173.8984375,21221.589452583128,SEAGOVILLE NORTH EL,100.0,manual alias,SEAGOVILLE NORTH EL,758,90.5,9.5,77.0,80.61300874425959,-3.613008744259588,-0.4606989651744893,0.4606989651744893,higher SES; academics near expected,SEAGOVILLE NORTH ELEMENTARY SCHOOL,100.0,exact normalized name,758.0,5308948.0,7003.889182,0.11678740356982378,0.1008492569002123,0.5853658536585366,0.1317242655779935,0.10881833023501805,0.35107662861418015,0.12425583457390864,7003.89,5308948.0,90.5,9.5,77.0,80.61,-0.46,0.109,0.351,0.124
102,287,Soto Jr Elementary School,59,Stockard,5,Molina,,6336005.11388501,6336005.0859375,18055.396049941035,CELESTINO MAURICIO SOTO JR EL,110.0,automatic,CELESTINO MAURICIO SOTO JR EL,476,93.1,6.900000000000006,81.0,80.46005298491771,0.5399470150822907,0.0688492745811061,0.0688492745811061,higher SES; academics near expected,,66.66666666666666,unmatched,,,,,0.07324840764331216,0.6829268292682927,0.019639909079923187,,,,,,93.1,6.9,81.0,80.46,0.07,,,
103,263,Starks Elementary School,51,Lewis,13,Roosevelt,,9912265.924190259,9912265.875,17397.09641517952,J P STARKS EL,110.0,automatic,J P STARKS EL,240,97.1,2.9000000000000057,88.0,80.22473643208404,7.775263567915957,0.9914329394826465,0.9914329394826465,lower SES; academics higher than expected,,45.45454545454545,unmatched,,,,,0.03078556263269645,0.8536585365853658,0.2835349659817918,,,,,,97.1,2.9,88.0,80.22,0.99,,,
104,210,Stemmons Elementary School,43,Browne,8,Kimball,,18869410.0215341,18869410.00390625,29444.897666280554,LESLIE A STEMMONS EL,110.0,automatic,LESLIE A STEMMONS EL,617,91.7,8.299999999999997,81.0,80.54241377840948,0.45758622159051754,0.0583473536010102,0.0583473536010102,higher SES; academics near expected,STEMMONS ELEMENTARY,110.0,fuzzy match,617.0,4278170.0,6933.824959,0.11383901604951031,0.08811040339702757,0.6829268292682927,0.016635948420250003,0.10097470972326894,0.3983829226589015,0.06523748223488016,6933.82,4278170.0,91.7,8.3,81.0,80.54,0.06,0.101,0.398,0.065
105,211,Stevens Park Elementary School,68,Quintanilla,12,Pinkston,,8999866.690748803,8999866.66796875,12968.034578613446,STEVENS PARK EL,110.0,automatic,STEVENS PARK EL,656,97.3,2.700000000000003,79.0,80.21297060444236,-1.2129706044423614,-0.15466729858916747,0.15466729858916747,lower SES; academics near expected,STEVENS PARK ELEMENTARY,100.0,exact normalized name,656.0,4818239.0,7344.876524,0.13113656467787832,0.028662420382165633,0.6341463414634146,0.04418722461388097,0.07989949253002197,0.38264145307064645,0.08766189464587965,7344.88,4818239.0,97.3,2.7,79.0,80.21,-0.15,0.08,0.383,0.088
106,141,Stone Elementary School at Vickery Meadow,83,Tasby,28,Conrad,,752050.5044081486,752050.4921875,4952.557773747808,JILL STONE EL AT VICKERY MEADOW,110.0,automatic,JILL STONE EL AT VICKERY MEADOW,399,95.7,4.299999999999997,62.0,80.30709722557583,-18.30709722557583,-2.3343593509347946,2.3343593509347946,lower SES; academics lower than expected,JILL STONE ELEMENTARY AT VICKERY MEADOW,100.0,exact normalized name,399.0,3496717.0,8763.701754,0.19084245196985436,0.04564755838641186,0.21951219512195122,0.667664509184801,0.1182450051781331,0.2051773235459028,0.4292534805773277,8763.7,3496717.0,95.7,4.3,62.0,80.31,-2.33,0.118,0.205,0.429
107,155,Tatum Jr Elementary School,353,Richards,25,Skyline,,4784564.161491732,4784564.1640625,9300.222029159911,C A TATUM JR EL,110.0,automatic,C A TATUM JR EL,425,96.5,3.5,59.0,80.26003391500909,-21.26003391500909,-2.7108917573977283,2.7108917573977283,lower SES; academics lower than expected,C A TATUM JR ELEMENTARY,100.0,exact normalized name,425.0,3263077.0,7677.828235,0.14514757668295564,0.037154989384288746,0.14634146341463414,0.7753675225906776,0.09115128303362219,0.1457445200487949,0.46025754963681664,7677.83,3263077.0,96.5,3.5,59.0,80.26,-2.71,0.091,0.146,0.46
108,213,Terry Elementary School,42,Bedford Law,23,Carter,,3698250.7788027376,3698250.77734375,8845.281889095297,T G TERRY EL,110.0,automatic,T G TERRY EL,282,92.9,7.099999999999994,81.0,80.47181881255939,0.5281811874406088,0.0673490001553781,0.0673490001553781,higher SES; academics near expected,TERRY ELEMENTARY,110.0,fuzzy match,282.0,3021156.0,10713.31915,0.27288471767445555,0.07537154989384283,0.6829268292682927,0.019210771842827018,0.17412813378414918,0.47790577347137414,0.1460477447586413,10713.32,3021156.0,92.9,7.1,81.0,80.47,0.07,0.174,0.478,0.146
109,215,Fridia Elementary School,60,Storey,16,SOC,,8391755.70648677,8391755.69921875,12115.283664712872,R L THORNTON EL,100.0,manual alias,R L THORNTON EL,200,97.5,2.5,85.0,80.20120477680068,4.7987952231993205,0.6118999841682552,0.6118999841682552,lower SES; academics near expected,,58.333333333333336,unmatched,,,,,0.026539278131634817,0.7804878048780488,0.17497367810172235,,,,,,97.5,2.5,85.0,80.2,0.61,,,
110,216,Titche Elementary School,46,Young Men's Leadership,14,Samuell,,4518372.552407816,4518372.56640625,10541.628608226723,EDWARD TITCHE EL,110.0,automatic,EDWARD TITCHE EL,692,97.8,2.200000000000003,85.0,80.18355603533816,4.816443964661843,0.6141503958068472,0.6141503958068472,lower SES; academics near expected,TITCHE ELEMENTARY,110.0,fuzzy match,692.0,5520009.0,7976.891618,0.157732526725432,0.02335456475583867,0.7804878048780488,0.1756173839573666,0.09054354574063533,0.4691101658017404,0.1666749553413993,7976.89,5520009.0,97.8,2.2,85.0,80.18,0.61,0.091,0.469,0.167
111,277,Tolbert Elementary School,43,Browne,8,Kimball,,6919511.659989587,6919511.703125,14928.861993430151,THOMAS TOLBERT EL,110.0,automatic,THOMAS TOLBERT EL,368,96.7,3.299999999999997,77.0,80.2482680873674,-3.248268087367407,-0.41419045797691634,0.41419045797691634,lower SES; academics near expected,TOLBERT ELEMENTARY,110.0,fuzzy match,368.0,2705538.0,7352.005435,0.1314365579030344,0.03503184713375793,0.5853658536585366,0.11842101122801069,0.08323420251839617,0.3584012057807855,0.12492878456552255,7352.01,2705538.0,96.7,3.3,77.0,80.25,-0.41,0.083,0.358,0.125
112,218,Truett Elementary School,76,Lang,25,Skyline,,4613226.843495104,4613226.8359375,10093.698934592383,GEORGE W TRUETT EL,110.0,automatic,GEORGE W TRUETT EL,886,94.9,5.099999999999994,84.0,80.35416053614256,3.645839463857442,0.4648852485785071,0.4648852485785071,lower SES; academics near expected,TRUETT ELEMENTARY,110.0,fuzzy match,886.0,7117768.0,8033.598194,0.16011880825171265,0.05414012738853497,0.7560975609756098,0.13292170656805102,0.10712946782012381,0.4581081846136612,0.14652025740988184,8033.6,7117768.0,94.9,5.1,84.0,80.35,0.46,0.107,0.458,0.147
113,175,Umphrey Lee Elementary School,42,Bedford Law,23,Carter,,5161105.743251516,5161105.7265625,15146.942547815554,UMPHREY LEE EL,110.0,automatic,UMPHREY LEE EL,408,98.3,1.7000000000000028,80.0,80.15414146623395,-0.15414146623395197,-0.019654758405245096,0.019654758405245096,lower SES; academics near expected,,75.0,unmatched,,,,,0.018046709129511708,0.6585365853658537,0.005568350976979523,,,,,,98.3,1.7,80.0,80.15,-0.02,,,
114,224,Walnut Hill Elementary School,79,Medrano,7,Jefferson,,9499673.125198096,9499673.109375,14071.156608352823,WALNUT HILL EL,110.0,automatic,WALNUT HILL EL,380,74.5,25.5,83.0,81.55427495559422,1.4457250444057763,0.1843460890989556,0.1843460890989556,higher SES; academics near expected,,63.63636363636363,unmatched,,,,,0.27070063694267515,0.7317073170731707,0.05267652093281702,,,,,,74.5,25.5,83.0,81.55,0.18,,,
115,225,Webster Elementary School,43,Browne,8,Kimball,,15302463.653123558,15302463.6484375,23013.916634303125,DANIEL WEBSTER EL,110.0,automatic,DANIEL WEBSTER EL,340,94.4,5.599999999999994,77.0,80.38357510524676,-3.383575105246763,-0.43144361387278996,0.43144361387278996,lower SES; academics near expected,WEBSTER ELEMENTARY,110.0,fuzzy match,340.0,3151697.0,9269.697059,0.21213534838289536,0.059447983014861934,0.5853658536585366,0.12335608945461714,0.13579166569887866,0.39875060102071597,0.16774571891875625,9269.7,3151697.0,94.4,5.6,77.0,80.38,-0.43,0.136,0.399,0.168
116,226,Weiss Elementary School,42,Bedford Law,23,Carter,,21701089.169316784,21701089.1484375,23555.305823341016,MARTIN WEISS EL,110.0,automatic,MARTIN WEISS EL,446,97.5,2.5,85.0,80.20120477680068,4.7987952231993205,0.6118999841682552,0.6118999841682552,lower SES; academics near expected,WEISS ELEMENTARY,110.0,fuzzy match,446.0,3660004.0,8206.286996,0.16738576258180898,0.026539278131634817,0.7804878048780488,0.17497367810172235,0.0969625203567219,0.47393678372992887,0.17117972034176565,8206.29,3660004.0,97.5,2.5,85.0,80.2,0.61,0.097,0.474,0.171
117,312,Johnson Elementary School,354,West,380,Wilmer-Hutchins,,143414587.36375302,143414587.3828125,71917.45814686519,EDDIE BERNICE JOHNSON EL,100.0,manual alias,EDDIE BERNICE JOHNSON EL,455,91.4,8.599999999999994,84.0,80.560062519872,3.4399374801279947,0.43863044612826557,0.43863044612826557,higher SES; academics near expected,EDDIE BERNICE JOHNSON STEM ACADEMY,110.0,fuzzy match,455.0,4520147.0,9934.389011,0.24010639226544284,0.09129511677282372,0.7560975609756098,0.12541180491886755,0.16570075451913327,0.4981019766205263,0.1827590985921552,9934.39,4520147.0,91.4,8.6,84.0,80.56,0.44,0.166,0.498,0.183
118,229,Winnetka Elementary School,49,Greiner,18,Sunset,,1555724.0655269474,1555724.046875,5332.943936989563,WINNETKA EL,110.0,automatic,WINNETKA EL,759,88.5,11.5,91.0,80.7306670206764,10.269332979323593,1.309454643342185,1.309454643342185,higher SES; academics higher than expected,WINNETKA ELEMENTARY,100.0,exact normalized name,759.0,4549536.0,5994.118577,0.07429503124791317,0.12208067940552017,0.926829268292683,0.3745016271409167,0.09818785532671667,0.5005621497702981,0.22439832919441494,5994.12,4549536.0,88.5,11.5,91.0,80.73,1.31,0.098,0.501,0.224
119,230,Withers Elementary School,56,Walker,21,White,,14735225.337375045,14735225.2890625,21867.395115545267,HARRY C WITHERS EL,110.0,automatic,HARRY C WITHERS EL,423,47.5,52.5,85.0,83.14266168722142,1.8573383127785803,0.2368313777362243,0.2368313777362243,higher SES; academics near expected,WITHERS ELEMENTARY,110.0,fuzzy match,423.0,3665543.0,8665.586288,0.18671363410650438,0.5573248407643312,0.7804878048780488,0.06768936882767021,0.37201923743541776,0.48360071949227657,0.1272015014670873,8665.59,3665543.0,47.5,52.5,85.0,83.14,0.24,0.372,0.484,0.127
120,250,Young Jr Elementary School,72,Todd,16,SOC,,7996909.871765679,7996909.90625,16735.69260779594,WHITNEY M YOUNG JR EL,110.0,automatic,WHITNEY M YOUNG JR EL,360,92.2,7.799999999999997,73.0,80.51299920930528,-7.512999209305278,-0.9579913047769294,0.9579913047769294,higher SES; academics lower than expected,YOUNG ELEMENTARY,110.0,fuzzy match,360.0,3403893.0,9455.258333,0.21994399195430936,0.0828025477707006,0.4878048780487805,0.2739693488683579,0.151373269862505,0.3538744350015449,0.24695667041133362,9455.26,3403893.0,92.2,7.8,73.0,80.51,-0.96,0.151,0.354,0.247
121,131,Zaragoza Elementary School,58,Spence,24,North Dallas,,4701972.635097127,4701972.625,10671.754930857865,IGNACIO ZARAGOZA EL,110.0,automatic,IGNACIO ZARAGOZA EL,309,93.9,6.099999999999994,84.0,80.41298967435097,3.5870103256490324,0.45738387644986717,0.45738387644986717,lower SES; academics near expected,ZARAGOZA ELEMENTARY,110.0,fuzzy match,309.0,2747043.0,8890.106796,0.1961617295180761,0.0647558386411889,0.7560975609756098,0.1307760203825702,0.1304587840796325,0.4761296452468429,0.16346887495032314,8890.11,2747043.0,93.9,6.1,84.0,80.41,0.46,0.13,0.476,0.163
122,154,Smith Elementary School,48,Gaston,1,Adams,,3620488.0419388046,3620488.01953125,16875.031771339047,LARRY G SMITH EL,110.0,automatic,LARRY G SMITH EL,772,91.8,8.200000000000003,85.0,80.53653086458864,4.4634691354113585,0.569142163035004,0.569142163035004,higher SES; academics near expected,LARRY SMITH ELEMENTARY,110.0,fuzzy match,772.0,5131681.0,6647.255181,0.10177981206527151,0.08704883227176223,0.7804878048780488,0.16274326684448048,0.09441432216851686,0.44113380847166017,0.132261539454876,6647.26,5131681.0,91.8,8.2,85.0,80.54,0.57,0.094,0.441,0.132
123,116,Burnet Elementary School,79,Medrano,7,Jefferson,,1000197.5889092016,1000197.5546875,4948.6250857249215,DAVID G BURNET EL,110.0,automatic,DAVID G BURNET EL,623,95.8,4.200000000000003,81.0,80.30121431175499,0.6987856882450103,0.08910297932843572,0.08910297932843572,lower SES; academics near expected,BURNET ELEMENTARY,110.0,fuzzy match,623.0,5096760.0,8180.995185,0.16632145248564864,0.04458598726114653,0.6829268292682927,0.025433261780721993,0.10545371987339758,0.4246241408769707,0.09587735713318532,8181.0,5096760.0,95.8,4.2,81.0,80.3,0.09,0.105,0.425,0.096
124,275,Kahn Elementary School,68,Quintanilla,18,Sunset,,2858889.944136455,2858889.9375,11697.004298995305,LOUISE WOLFF KAHN EL,110.0,automatic,LOUISE WOLFF KAHN EL,571,93.2,6.799999999999997,84.0,80.45417007109687,3.5458299289031316,0.4521329159598174,0.4521329159598174,higher SES; academics near expected,KAHN ELEMENTARY,110.0,fuzzy match,571.0,3962149.0,6938.964974,0.11405531411764455,0.07218683651804668,0.7560975609756098,0.12927404005273307,0.09312107531784561,0.43507643754662717,0.12166467708518881,6938.96,3962149.0,93.2,6.8,84.0,80.45,0.45,0.093,0.435,0.122
125,190,Peabody Elementary School,68,Quintanilla,18,Sunset,,1609642.3076871373,1609642.31640625,8023.519607604945,GEORGE PEABODY EL,110.0,automatic,GEORGE PEABODY EL,373,94.1,5.900000000000006,80.0,80.40122384670929,-0.4012238467092857,-0.05116052134553461,0.05116052134553461,lower SES; academics near expected,PEABODY ELEMENTARY,110.0,fuzzy match,373.0,2675497.0,7172.914209,0.12390018180226697,0.06263269639065823,0.6585365853658537,0.014580232955999594,0.0932664390964626,0.39121838358406036,0.06924020737913328,7172.91,2675497.0,94.1,5.9,80.0,80.4,-0.05,0.093,0.391,0.069
126,122,Carr Elementary School,372,West Dallas,12,Pinkston,,6382141.411049426,6382141.39453125,11831.402218957217,C F CARR EL,110.0,automatic,C F CARR EL,282,97.5,2.5,83.0,80.20120477680068,2.7987952231993205,0.3568776480576903,0.3568776480576903,lower SES; academics near expected,CARR ELEMENTARY,110.0,fuzzy match,282.0,3003293.0,10649.97518,0.27021912655478936,0.026539278131634817,0.7317073170731707,0.10202730319888115,0.14837920234321209,0.50096322181398,0.18612321487683525,10649.98,3003293.0,97.5,2.5,83.0,80.2,0.36,0.148,0.501,0.186
127,265,Martinez Learning Center,372,West Dallas,12,Pinkston,,17234459.201258257,17234459.2578125,22878.95329896169,ELADIO R MARTINEZ LEARNING CENTER,110.0,automatic,ELADIO R MARTINEZ LEARNING CENTER,580,98.3,1.7000000000000028,82.0,80.15414146623395,1.845858533766048,0.2353675777053198,0.2353675777053198,lower SES; academics near expected,MARTINEZ ELEMENTARY,110.0,fuzzy match,580.0,4025268.0,6940.117241,0.11410380291117428,0.018046709129511708,0.7073170731707317,0.06727066469584522,0.06607525602034299,0.410710438040953,0.09068723380350975,6940.12,4025268.0,98.3,1.7,82.0,80.15,0.24,0.066,0.411,0.091
128,271,Saldivar Elementary School,79,Medrano,7,Jefferson,,862660.0140883168,862660.01953125,4390.877044516159,JULIAN T SALDIVAR EL,110.0,automatic,JULIAN T SALDIVAR EL,842,96.3,3.700000000000003,56.0,80.27179974265077,-24.27179974265077,-3.0949255359893035,3.0949255359893035,lower SES; academics lower than expected,SALDIVAR ELEMENTARY,110.0,fuzzy match,842.0,4960734.0,5891.608076,0.06998126497879348,0.03927813163481956,0.07317073170731707,0.8852162221820356,0.054629698306806515,0.07157599834305528,0.47759874358041454,5891.61,4960734.0,96.3,3.7,56.0,80.27,-3.09,0.055,0.072,0.478
129,107,May Elementary School,79,Medrano,7,Jefferson,,35722527.44261732,35722527.33984375,35794.268425821385,JOSE 'JOE' MAY EL,110.0,automatic,JOSE 'JOE' MAY EL,752,96.8,3.200000000000003,54.0,80.24238517354657,-26.242385173546566,-3.3461971860355484,3.3461971860355484,lower SES; academics lower than expected,JOSE JOE MAY ELEMENTARY SCHOOL,100.0,exact normalized name,752.0,4994316.0,6641.37766,0.10153247884976177,0.033970276008492596,0.024390243902439025,0.9570897539921364,0.06775137742912718,0.0629613613761004,0.5293111164209491,6641.38,4994316.0,96.8,3.2,54.0,80.24,-3.35,0.068,0.063,0.529
130,121,Carpenter Elementary School,43,Browne,8,Kimball,,4828733.893631789,4828733.8984375,10795.3940924192,JOHN W CARPENTER EL,110.0,automatic,JOHN W CARPENTER EL,209,98.6,1.4000000000000057,84.0,80.13649272477143,3.863507275228571,0.49264032545447667,0.49264032545447667,lower SES; academics near expected,CARPENTER ELEMENTARY,110.0,fuzzy match,209.0,2098209.0,10039.27751,0.24452022757588385,0.014861995753715558,0.7560975609756098,0.1408607454543307,0.1296911116647997,0.5003088942757468,0.19269048651510728,10039.28,2098209.0,98.6,1.4,84.0,80.14,0.49,0.13,0.5,0.193
131,219,Turner Elementary School,42,Bedford Law,23,Carter,,10294744.346194847,10294744.296875,17312.999865264374,ADELLE TURNER EL,100.0,manual alias,ADELLE TURNER EL,297,91.9,8.099999999999994,80.0,80.5306479507678,-0.5306479507678006,-0.06766354002854427,0.06766354002854427,higher SES; academics near expected,TURNER ELEMENTARY,110.0,fuzzy match,297.0,2692388.0,9065.279461,0.2035332078171511,0.08598726114649675,0.6585365853658537,0.019300742564057977,0.14476023448182393,0.4310348965915024,0.11141697519060453,9065.28,2692388.0,91.9,8.1,80.0,80.53,-0.07,0.145,0.431,0.111
132,301,Wilmer Hutchins Elementary School,354,West,380,Wilmer-Hutchins,,66883611.52302808,66883611.53515625,47221.98051590189,WILMER-HUTCHINS EL,110.0,automatic,WILMER-HUTCHINS EL,545,95.4,4.599999999999994,83.0,80.32474596703835,2.6752540329616465,0.34112476658754465,0.34112476658754465,lower SES; academics near expected,WILMER HUTCHINS ELEMENTARY SCHOOL,100.0,exact normalized name,545.0,4564285.0,8374.834862,0.17447846130038125,0.04883227176220801,0.7317073170731707,0.09752136220937085,0.11165536653129463,0.453092889186776,0.13599991175487605,8374.83,4564285.0,95.4,4.6,83.0,80.32,0.34,0.112,0.453,0.136
133,240,Guzick Elementary School,76,Lang,25,Skyline,,11230414.502960382,11230414.51953125,19284.311431187594,FRANK GUZICK EL,100.0,manual alias,FRANK GUZICK EL,620,98.4,1.5999999999999943,81.0,80.14825855241311,0.851741447586889,0.10860654686290135,0.10860654686290135,lower SES; academics near expected,FRANK GUZICK ELEMENTARY,100.0,exact normalized name,620.0,4446165.0,7171.233871,0.1238294711402918,0.016985138004246225,0.6829268292682927,0.03101204586297271,0.07040730457226901,0.40337815020429224,0.07742075850163226,7171.23,4446165.0,98.4,1.6,81.0,80.15,0.11,0.07,0.403,0.077
